Ten_Category,Ma_Khach_Hang,Ten_Khach_Hang,Email,So_Luot_Thue_Trong_Category,Lan_Thue_Gan_Nhat
Comedy,447,CLIFFORD BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,3,2005-08-23 21:59:57
Comedy,448,MIGUEL BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,3,2005-08-20 19:08:25
Comedy,449,OSCAR AQUINO,OSCAR.AQUINO@sakilacustomer.org,1,2005-05-30 01:23:07
Comedy,453,CALVIN MARTEL,CALVIN.MARTEL@sakilacustomer.org,1,2005-08-21 19:32:05
Comedy,454,ALEX GRESHAM,ALEX.GRESHAM@sakilacustomer.org,3,2005-08-18 07:18:10
Comedy,455,JON WILES,JON.WILES@sakilacustomer.org,1,2005-07-07 11:00:02
Comedy,457,BILL GAVIN,BILL.GAVIN@sakilacustomer.org,3,2005-08-19 10:36:11
Comedy,458,LLOYD DOWD,LLOYD.DOWD@sakilacustomer.org,2,2005-08-23 06:44:19
Comedy,459,TOMMY COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,5,2005-07-29 11:19:59
Comedy,460,LEON BOSTIC,LEON.BOSTIC@sakilacustomer.org,1,2005-08-17 01:05:17
Comedy,461,DEREK BLAKELY,DEREK.BLAKELY@sakilacustomer.org,2,2005-07-27 13:59:58
Comedy,462,WARREN SHERROD,WARREN.SHERROD@sakilacustomer.org,2,2005-07-29 02:24:08
Comedy,464,JEROME KENYON,JEROME.KENYON@sakilacustomer.org,2,2005-07-07 18:36:37
Comedy,465,FLOYD GANDY,FLOYD.GANDY@sakilacustomer.org,2,2005-07-12 22:02:09
Comedy,466,LEO EBERT,LEO.EBERT@sakilacustomer.org,2,2005-06-21 10:56:59
Comedy,467,ALVIN DELOACH,ALVIN.DELOACH@sakilacustomer.org,1,2005-06-17 20:38:54
Comedy,468,TIM CARY,TIM.CARY@sakilacustomer.org,1,2005-08-23 03:32:31
Comedy,469,WESLEY BULL,WESLEY.BULL@sakilacustomer.org,1,2005-07-31 19:58:42
Comedy,470,GORDON ALLARD,GORDON.ALLARD@sakilacustomer.org,2,2005-07-31 06:52:54
Comedy,471,DEAN SAUER,DEAN.SAUER@sakilacustomer.org,2,2005-08-22 05:58:27
Comedy,472,GREG ROBINS,GREG.ROBINS@sakilacustomer.org,4,2005-08-19 14:27:03
Comedy,473,JORGE OLIVARES,JORGE.OLIVARES@sakilacustomer.org,3,2005-07-30 09:26:08
Comedy,474,DUSTIN GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org,2,2005-08-18 20:30:33
Comedy,477,DAN PAINE,DAN.PAINE@sakilacustomer.org,2,2005-07-11 15:43:51
Comedy,478,LEWIS LYMAN,LEWIS.LYMAN@sakilacustomer.org,2,2005-07-27 21:11:03
Comedy,479,ZACHARY HITE,ZACHARY.HITE@sakilacustomer.org,4,2005-07-28 10:49:27
Comedy,480,COREY HAUSER,COREY.HAUSER@sakilacustomer.org,2,2005-07-28 11:44:56
Comedy,481,HERMAN DEVORE,HERMAN.DEVORE@sakilacustomer.org,1,2005-08-17 14:53:53
Comedy,483,VERNON CHAPA,VERNON.CHAPA@sakilacustomer.org,4,2005-08-18 20:11:35
Comedy,484,ROBERTO VU,ROBERTO.VU@sakilacustomer.org,2,2005-08-17 19:57:34
Comedy,485,CLYDE TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,1,2005-07-09 18:39:15
Comedy,486,GLEN TALBERT,GLEN.TALBERT@sakilacustomer.org,2,2005-08-21 05:42:20
Comedy,488,SHANE MILLARD,SHANE.MILLARD@sakilacustomer.org,1,2005-07-31 01:23:00
Comedy,489,RICARDO MEADOR,RICARDO.MEADOR@sakilacustomer.org,2,2005-08-02 08:44:44
Comedy,490,SAM MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,2,2005-08-23 00:55:24
Comedy,491,RICK MATTOX,RICK.MATTOX@sakilacustomer.org,1,2005-07-11 10:29:35
Comedy,492,LESTER KRAUS,LESTER.KRAUS@sakilacustomer.org,1,2005-08-23 19:22:36
Comedy,494,RAMON CHOATE,RAMON.CHOATE@sakilacustomer.org,1,2005-07-31 10:58:32
Comedy,495,CHARLIE BESS,CHARLIE.BESS@sakilacustomer.org,1,2005-06-20 18:57:48
Comedy,496,TYLER WREN,TYLER.WREN@sakilacustomer.org,1,2005-07-27 06:29:23
Comedy,497,GILBERT SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,2,2005-07-08 06:00:17
Comedy,498,GENE SANBORN,GENE.SANBORN@sakilacustomer.org,1,2005-06-21 12:12:41
Comedy,499,MARC OUTLAW,MARC.OUTLAW@sakilacustomer.org,1,2005-07-06 14:35:26
Comedy,501,RUBEN GEARY,RUBEN.GEARY@sakilacustomer.org,3,2005-08-01 22:51:08
Comedy,502,BRETT CORNWELL,BRETT.CORNWELL@sakilacustomer.org,1,2005-06-16 12:50:01
Comedy,503,ANGEL BARCLAY,ANGEL.BARCLAY@sakilacustomer.org,1,2005-07-10 21:41:27
Comedy,504,NATHANIEL ADAM,NATHANIEL.ADAM@sakilacustomer.org,1,2005-08-01 07:11:27
Comedy,505,RAFAEL ABNEY,RAFAEL.ABNEY@sakilacustomer.org,1,2005-08-17 15:40:47
Comedy,506,LESLIE SEWARD,LESLIE.SEWARD@sakilacustomer.org,1,2005-08-19 10:05:38
Comedy,507,EDGAR RHOADS,EDGAR.RHOADS@sakilacustomer.org,1,2005-08-18 07:15:13
Comedy,508,MILTON HOWLAND,MILTON.HOWLAND@sakilacustomer.org,1,2005-07-28 22:47:14
Comedy,509,RAUL FORTIER,RAUL.FORTIER@sakilacustomer.org,2,2005-08-23 19:46:39
Comedy,510,BEN EASTER,BEN.EASTER@sakilacustomer.org,2,2005-07-31 21:45:28
Comedy,512,CECIL VINES,CECIL.VINES@sakilacustomer.org,2,2005-08-21 06:57:34
Comedy,513,DUANE TUBBS,DUANE.TUBBS@sakilacustomer.org,5,2005-08-20 09:07:27
Comedy,514,FRANKLIN TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,1,2005-06-19 18:48:21
Comedy,515,ANDRE RAPP,ANDRE.RAPP@sakilacustomer.org,1,2005-08-17 06:51:05
Comedy,517,BRAD MCCURDY,BRAD.MCCURDY@sakilacustomer.org,3,2005-08-23 04:55:05
Comedy,518,GABRIEL HARDER,GABRIEL.HARDER@sakilacustomer.org,2,2005-08-18 11:04:04
Comedy,519,RON DELUCA,RON.DELUCA@sakilacustomer.org,2,2005-06-20 09:23:45
Comedy,520,MITCHELL WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org,2,2005-08-18 13:40:20
Comedy,521,ROLAND SOUTH,ROLAND.SOUTH@sakilacustomer.org,1,2005-07-07 22:57:30
Comedy,522,ARNOLD HAVENS,ARNOLD.HAVENS@sakilacustomer.org,1,2005-07-07 05:05:05
Comedy,523,HARVEY GUAJARDO,HARVEY.GUAJARDO@sakilacustomer.org,1,2005-06-19 05:01:40
Comedy,524,JARED ELY,JARED.ELY@sakilacustomer.org,1,2005-06-21 21:12:13
Comedy,526,KARL SEAL,KARL.SEAL@sakilacustomer.org,2,2005-07-31 02:53:33
Comedy,528,CLAUDE HERZOG,CLAUDE.HERZOG@sakilacustomer.org,4,2005-08-02 00:34:12
Comedy,530,DARRYL ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,2,2006-02-14 15:16:03
Comedy,531,JAMIE WAUGH,JAMIE.WAUGH@sakilacustomer.org,2,2005-07-29 05:02:12
Comedy,532,NEIL RENNER,NEIL.RENNER@sakilacustomer.org,1,2005-08-01 18:47:56
Comedy,533,JESSIE MILAM,JESSIE.MILAM@sakilacustomer.org,1,2005-06-17 08:37:55
Comedy,535,JAVIER ELROD,JAVIER.ELROD@sakilacustomer.org,1,2005-08-01 05:46:33
Comedy,537,CLINTON BUFORD,CLINTON.BUFORD@sakilacustomer.org,2,2005-08-22 14:08:06
Comedy,538,TED BREAUX,TED.BREAUX@sakilacustomer.org,1,2005-08-22 21:01:25
Comedy,539,MATHEW BOLIN,MATHEW.BOLIN@sakilacustomer.org,1,2005-07-10 00:11:44
Comedy,540,TYRONE ASHER,TYRONE.ASHER@sakilacustomer.org,1,2005-08-02 11:45:15
Comedy,541,DARREN WINDHAM,DARREN.WINDHAM@sakilacustomer.org,2,2005-08-23 18:08:59
Comedy,542,LONNIE TIRADO,LONNIE.TIRADO@sakilacustomer.org,1,2005-08-19 01:05:05
Comedy,543,LANCE PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,1,2005-06-21 22:19:25
Comedy,544,CODY NOLEN,CODY.NOLEN@sakilacustomer.org,1,2005-08-17 09:58:40
Comedy,546,KELLY KNOTT,KELLY.KNOTT@sakilacustomer.org,1,2005-06-16 19:30:59
Comedy,547,KURT EMMONS,KURT.EMMONS@sakilacustomer.org,1,2005-08-19 05:46:26
Comedy,548,ALLAN CORNISH,ALLAN.CORNISH@sakilacustomer.org,2,2005-08-21 21:52:32
Comedy,549,NELSON CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,2,2005-07-30 21:50:42
Comedy,550,GUY BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,1,2005-08-23 16:44:56
Comedy,551,CLAYTON BARBEE,CLAYTON.BARBEE@sakilacustomer.org,1,2005-08-18 02:25:25
Comedy,552,HUGH WALDROP,HUGH.WALDROP@sakilacustomer.org,2,2005-08-18 10:37:49
Comedy,553,MAX PITT,MAX.PITT@sakilacustomer.org,1,2005-06-18 19:54:13
Comedy,555,DWIGHT LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,1,2005-07-31 20:00:34
Comedy,556,ARMANDO GRUBER,ARMANDO.GRUBER@sakilacustomer.org,1,2005-05-31 11:04:48
Comedy,557,FELIX GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,1,2005-06-20 13:03:03
Comedy,558,JIMMIE EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org,3,2005-07-12 15:09:48
Comedy,559,EVERETT BANDA,EVERETT.BANDA@sakilacustomer.org,2,2005-08-01 06:28:28
Comedy,560,JORDAN ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,1,2005-07-09 11:16:56
Comedy,561,IAN STILL,IAN.STILL@sakilacustomer.org,1,2005-07-11 21:09:14
Comedy,562,WALLACE SLONE,WALLACE.SLONE@sakilacustomer.org,2,2005-08-23 17:16:30
Comedy,563,KEN PREWITT,KEN.PREWITT@sakilacustomer.org,2,2005-08-23 15:45:42
Comedy,565,JAIME NETTLES,JAIME.NETTLES@sakilacustomer.org,1,2005-08-02 11:17:23
Comedy,566,CASEY MENA,CASEY.MENA@sakilacustomer.org,1,2005-08-01 02:52:05
Comedy,567,ALFREDO MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,1,2005-08-22 01:58:15
Comedy,568,ALBERTO HENNING,ALBERTO.HENNING@sakilacustomer.org,2,2005-08-20 15:28:53
Comedy,569,DAVE GARDINER,DAVE.GARDINER@sakilacustomer.org,2,2005-08-23 21:48:54
Comedy,570,IVAN CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1,2005-07-31 17:51:23
Comedy,571,JOHNNIE CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,1,2005-07-28 18:11:58
Comedy,572,SIDNEY BURLESON,SIDNEY.BURLESON@sakilacustomer.org,1,2005-08-20 08:59:38
Comedy,573,BYRON BOX,BYRON.BOX@sakilacustomer.org,3,2005-08-19 11:27:20
Comedy,574,JULIAN VEST,JULIAN.VEST@sakilacustomer.org,1,2005-07-28 13:49:58
Comedy,575,ISAAC OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,1,2005-05-29 13:19:43
Comedy,576,MORRIS MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,2,2005-08-19 09:43:39
Comedy,577,CLIFTON MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,2,2005-08-02 06:33:07
Comedy,578,WILLARD LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,1,2005-07-28 22:05:13
Comedy,579,DARYL LARUE,DARYL.LARUE@sakilacustomer.org,3,2005-08-17 20:56:15
Comedy,580,ROSS GREY,ROSS.GREY@sakilacustomer.org,3,2005-08-01 19:10:49
Comedy,581,VIRGIL WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org,1,2005-07-08 10:13:08
Comedy,582,ANDY VANHORN,ANDY.VANHORN@sakilacustomer.org,1,2005-08-23 17:44:53
Comedy,583,MARSHALL THORN,MARSHALL.THORN@sakilacustomer.org,1,2005-07-06 23:33:41
Comedy,584,SALVADOR TEEL,SALVADOR.TEEL@sakilacustomer.org,6,2005-08-16 23:01:22
Comedy,589,TRACY HERRMANN,TRACY.HERRMANN@sakilacustomer.org,5,2005-08-18 22:11:47
Comedy,591,KENT ARSENAULT,KENT.ARSENAULT@sakilacustomer.org,2,2005-07-27 09:21:22
Comedy,592,TERRANCE ROUSH,TERRANCE.ROUSH@sakilacustomer.org,2,2005-08-01 15:37:48
Comedy,593,RENE MCALISTER,RENE.MCALISTER@sakilacustomer.org,2,2005-08-01 23:38:34
Comedy,594,EDUARDO HIATT,EDUARDO.HIATT@sakilacustomer.org,2,2005-07-29 13:07:07
Comedy,595,TERRENCE GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org,2,2005-08-21 08:32:32
Comedy,596,ENRIQUE FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org,1,2006-02-14 15:16:03
Comedy,597,FREDDIE DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org,1,2005-07-09 17:34:11
Comedy,598,WADE DELVALLE,WADE.DELVALLE@sakilacustomer.org,3,2005-07-12 11:20:12
Comedy,599,AUSTIN CINTRON,AUSTIN.CINTRON@sakilacustomer.org,3,2005-08-21 17:43:42
Documentary,1,MARY SMITH,MARY.SMITH@sakilacustomer.org,1,2005-08-01 08:51:04
Documentary,2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,2005-08-02 07:41:41
Documentary,3,LINDA WILLIAMS,LINDA.WILLIAMS@sakilacustomer.org,1,2005-06-19 08:34:53
Documentary,4,BARBARA JONES,BARBARA.JONES@sakilacustomer.org,1,2005-08-21 04:53:37
Documentary,5,ELIZABETH BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,2005-08-21 11:31:11
Documentary,7,MARIA MILLER,MARIA.MILLER@sakilacustomer.org,2,2005-08-21 04:49:48
Documentary,8,SUSAN WILSON,SUSAN.WILSON@sakilacustomer.org,1,2005-07-31 22:08:29
Documentary,9,MARGARET MOORE,MARGARET.MOORE@sakilacustomer.org,1,2006-02-14 15:16:03
Documentary,10,DOROTHY TAYLOR,DOROTHY.TAYLOR@sakilacustomer.org,4,2005-08-02 14:55:00
Documentary,11,LISA ANDERSON,LISA.ANDERSON@sakilacustomer.org,3,2005-08-17 19:32:44
Documentary,12,NANCY THOMAS,NANCY.THOMAS@sakilacustomer.org,1,2005-08-20 02:37:07
Documentary,14,BETTY WHITE,BETTY.WHITE@sakilacustomer.org,3,2005-08-17 00:27:23
Documentary,15,HELEN HARRIS,HELEN.HARRIS@sakilacustomer.org,2,2006-02-14 15:16:03
Documentary,16,SANDRA MARTIN,SANDRA.MARTIN@sakilacustomer.org,3,2005-08-21 14:45:34
Documentary,18,CAROL GARCIA,CAROL.GARCIA@sakilacustomer.org,3,2005-07-30 09:13:21
Documentary,19,RUTH MARTINEZ,RUTH.MARTINEZ@sakilacustomer.org,3,2005-08-21 00:33:03
Documentary,20,SHARON ROBINSON,SHARON.ROBINSON@sakilacustomer.org,2,2005-07-30 22:53:52
Documentary,21,MICHELLE CLARK,MICHELLE.CLARK@sakilacustomer.org,3,2005-08-21 12:10:41
Documentary,22,LAURA RODRIGUEZ,LAURA.RODRIGUEZ@sakilacustomer.org,2,2005-08-23 14:06:19
Documentary,24,KIMBERLY LEE,KIMBERLY.LEE@sakilacustomer.org,2,2005-08-18 22:22:45
Documentary,25,DEBORAH WALKER,DEBORAH.WALKER@sakilacustomer.org,2,2005-08-23 02:57:30
Documentary,26,JESSICA HALL,JESSICA.HALL@sakilacustomer.org,5,2005-08-23 11:16:29
Documentary,27,SHIRLEY ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,3,2005-08-01 21:51:15
Documentary,28,CYNTHIA YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,3,2005-07-30 01:07:12
Documentary,29,ANGELA HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,2,2005-08-02 07:29:10
Documentary,30,MELISSA KING,MELISSA.KING@sakilacustomer.org,4,2005-08-19 23:35:44
Documentary,31,BRENDA WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,4,2005-08-23 14:58:06
Documentary,32,AMY LOPEZ,AMY.LOPEZ@sakilacustomer.org,3,2005-08-18 09:50:40
Documentary,33,ANNA HILL,ANNA.HILL@sakilacustomer.org,1,2005-08-01 04:59:30
Documentary,34,REBECCA SCOTT,REBECCA.SCOTT@sakilacustomer.org,2,2005-08-18 18:36:16
Documentary,35,VIRGINIA GREEN,VIRGINIA.GREEN@sakilacustomer.org,1,2005-07-27 06:54:12
Documentary,37,PAMELA BAKER,PAMELA.BAKER@sakilacustomer.org,2,2005-08-01 12:22:41
Documentary,38,MARTHA GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,2,2005-08-21 18:48:06
Documentary,39,DEBRA NELSON,DEBRA.NELSON@sakilacustomer.org,1,2005-07-31 21:36:07
Documentary,40,AMANDA CARTER,AMANDA.CARTER@sakilacustomer.org,3,2005-08-18 09:11:23
Documentary,41,STEPHANIE MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,2,2005-08-21 15:29:47
Documentary,42,CAROLYN PEREZ,CAROLYN.PEREZ@sakilacustomer.org,3,2005-07-28 18:32:40
Documentary,43,CHRISTINE ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,2,2005-08-21 19:19:21
Documentary,44,MARIE TURNER,MARIE.TURNER@sakilacustomer.org,1,2005-07-07 20:59:06
Documentary,45,JANET PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,1,2005-08-23 14:47:26
Documentary,46,CATHERINE CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,1,2005-05-27 16:40:29
Documentary,49,JOYCE EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,2,2005-07-12 15:14:48
Documentary,50,DIANE COLLINS,DIANE.COLLINS@sakilacustomer.org,2,2005-08-02 06:27:13
Documentary,51,ALICE STEWART,ALICE.STEWART@sakilacustomer.org,1,2005-08-17 06:39:16
Documentary,52,JULIE SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,4,2005-07-31 10:53:44
Documentary,53,HEATHER MORRIS,HEATHER.MORRIS@sakilacustomer.org,3,2005-08-21 19:59:30
Documentary,54,TERESA ROGERS,TERESA.ROGERS@sakilacustomer.org,2,2005-08-20 15:41:00
Documentary,55,DORIS REED,DORIS.REED@sakilacustomer.org,1,2005-08-02 14:49:51
Documentary,56,GLORIA COOK,GLORIA.COOK@sakilacustomer.org,2,2005-08-21 15:16:29
Documentary,57,EVELYN MORGAN,EVELYN.MORGAN@sakilacustomer.org,2,2005-07-31 23:27:13
Documentary,58,JEAN BELL,JEAN.BELL@sakilacustomer.org,2,2005-07-27 19:32:45
Documentary,59,CHERYL MURPHY,CHERYL.MURPHY@sakilacustomer.org,1,2005-07-07 08:36:58
Documentary,60,MILDRED BAILEY,MILDRED.BAILEY@sakilacustomer.org,1,2005-07-11 16:46:22
Documentary,62,JOAN COOPER,JOAN.COOPER@sakilacustomer.org,1,2005-07-07 09:10:57
Documentary,63,ASHLEY RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,4,2005-08-22 17:30:25
Documentary,64,JUDITH COX,JUDITH.COX@sakilacustomer.org,6,2005-08-21 07:59:47
Documentary,65,ROSE HOWARD,ROSE.HOWARD@sakilacustomer.org,1,2005-08-17 13:16:38
Documentary,66,JANICE WARD,JANICE.WARD@sakilacustomer.org,3,2005-08-21 11:29:43
Documentary,67,KELLY TORRES,KELLY.TORRES@sakilacustomer.org,3,2005-08-20 12:21:05
Documentary,68,NICOLE PETERSON,NICOLE.PETERSON@sakilacustomer.org,1,2005-07-31 05:33:57
Documentary,70,CHRISTINA RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,2,2005-07-29 11:12:37
Documentary,71,KATHY JAMES,KATHY.JAMES@sakilacustomer.org,1,2005-07-28 19:46:06
Documentary,72,THERESA WATSON,THERESA.WATSON@sakilacustomer.org,2,2005-08-17 06:08:54
Documentary,73,BEVERLY BROOKS,BEVERLY.BROOKS@sakilacustomer.org,2,2005-08-01 08:47:00
Documentary,74,DENISE KELLY,DENISE.KELLY@sakilacustomer.org,1,2005-08-22 20:27:38
Documentary,75,TAMMY SANDERS,TAMMY.SANDERS@sakilacustomer.org,2,2005-08-01 19:14:53
Documentary,76,IRENE PRICE,IRENE.PRICE@sakilacustomer.org,3,2005-07-30 16:59:17
Documentary,77,JANE BENNETT,JANE.BENNETT@sakilacustomer.org,2,2005-05-28 08:54:06
Documentary,78,LORI WOOD,LORI.WOOD@sakilacustomer.org,1,2005-06-18 02:19:21
Documentary,80,MARILYN ROSS,MARILYN.ROSS@sakilacustomer.org,3,2005-08-22 04:56:57
Documentary,81,ANDREA HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,2,2005-08-01 09:17:21
Documentary,82,KATHRYN COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,2,2005-07-29 08:53:49
Documentary,83,LOUISE JENKINS,LOUISE.JENKINS@sakilacustomer.org,2,2005-08-18 04:11:13
Documentary,84,SARA PERRY,SARA.PERRY@sakilacustomer.org,2,2005-06-18 16:53:33
Documentary,85,ANNE POWELL,ANNE.POWELL@sakilacustomer.org,2,2005-06-21 07:52:30
Documentary,86,JACQUELINE LONG,JACQUELINE.LONG@sakilacustomer.org,2,2005-08-23 10:57:40
Documentary,87,WANDA PATTERSON,WANDA.PATTERSON@sakilacustomer.org,2,2005-08-23 16:58:12
Documentary,89,JULIA FLORES,JULIA.FLORES@sakilacustomer.org,4,2005-08-18 22:52:13
Documentary,91,LOIS BUTLER,LOIS.BUTLER@sakilacustomer.org,3,2005-08-19 19:04:00
Documentary,92,TINA SIMMONS,TINA.SIMMONS@sakilacustomer.org,3,2005-08-22 00:44:08
Documentary,93,PHYLLIS FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,1,2005-08-23 10:04:17
Documentary,94,NORMA GONZALES,NORMA.GONZALES@sakilacustomer.org,2,2005-08-23 10:00:24
Documentary,95,PAULA BRYANT,PAULA.BRYANT@sakilacustomer.org,1,2005-07-27 10:29:06
Documentary,96,DIANA ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,4,2005-07-10 08:42:42
Documentary,97,ANNIE RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,3,2005-08-22 08:20:15
Documentary,98,LILLIAN GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,2,2005-07-29 13:53:28
Documentary,99,EMILY DIAZ,EMILY.DIAZ@sakilacustomer.org,2,2005-08-01 06:42:44
Documentary,100,ROBIN HAYES,ROBIN.HAYES@sakilacustomer.org,2,2005-07-28 08:27:14
Documentary,102,CRYSTAL FORD,CRYSTAL.FORD@sakilacustomer.org,3,2005-08-01 23:39:21
Documentary,103,GLADYS HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,3,2005-07-27 19:04:19
Documentary,106,CONNIE WALLACE,CONNIE.WALLACE@sakilacustomer.org,1,2005-05-31 22:37:34
Documentary,107,FLORENCE WOODS,FLORENCE.WOODS@sakilacustomer.org,2,2005-07-28 21:11:46
Documentary,108,TRACY COLE,TRACY.COLE@sakilacustomer.org,1,2005-08-02 20:33:35
Documentary,109,EDNA WEST,EDNA.WEST@sakilacustomer.org,1,2005-08-22 23:10:49
Documentary,110,TIFFANY JORDAN,TIFFANY.JORDAN@sakilacustomer.org,2,2005-07-08 17:46:30
Documentary,111,CARMEN OWENS,CARMEN.OWENS@sakilacustomer.org,1,2005-08-02 04:41:06
Documentary,112,ROSA REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,1,2005-08-20 22:08:55
Documentary,113,CINDY FISHER,CINDY.FISHER@sakilacustomer.org,5,2005-07-27 23:23:03
Documentary,114,GRACE ELLIS,GRACE.ELLIS@sakilacustomer.org,1,2005-08-18 06:41:59
Documentary,115,WENDY HARRISON,WENDY.HARRISON@sakilacustomer.org,3,2005-07-31 02:54:31
Documentary,116,VICTORIA GIBSON,VICTORIA.GIBSON@sakilacustomer.org,1,2005-06-16 17:50:19
Documentary,118,KIM CRUZ,KIM.CRUZ@sakilacustomer.org,1,2005-07-28 13:32:17
Documentary,119,SHERRY MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,4,2005-08-23 15:38:12
Documentary,120,SYLVIA ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,1,2005-06-17 06:54:41
Documentary,121,JOSEPHINE GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,4,2005-08-22 12:24:55
Documentary,122,THELMA MURRAY,THELMA.MURRAY@sakilacustomer.org,1,2005-07-08 05:23:59
Documentary,123,SHANNON FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,3,2005-08-18 09:27:34
Documentary,124,SHEILA WELLS,SHEILA.WELLS@sakilacustomer.org,3,2005-07-31 17:16:50
Documentary,125,ETHEL WEBB,ETHEL.WEBB@sakilacustomer.org,6,2005-08-18 04:16:15
Documentary,126,ELLEN SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,1,2005-08-17 10:31:58
Documentary,129,CARRIE PORTER,CARRIE.PORTER@sakilacustomer.org,2,2005-08-01 07:08:22
Documentary,130,CHARLOTTE HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,1,2005-06-17 23:46:16
Documentary,131,MONICA HICKS,MONICA.HICKS@sakilacustomer.org,1,2005-08-19 22:26:26
Documentary,132,ESTHER CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,1,2005-08-17 23:47:16
Documentary,133,PAULINE HENRY,PAULINE.HENRY@sakilacustomer.org,5,2005-08-23 21:07:59
Documentary,135,JUANITA MASON,JUANITA.MASON@sakilacustomer.org,2,2005-07-12 18:19:57
Documentary,137,RHONDA KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,2,2005-08-17 22:00:22
Documentary,138,HAZEL WARREN,HAZEL.WARREN@sakilacustomer.org,3,2005-08-23 00:03:01
Documentary,139,AMBER DIXON,AMBER.DIXON@sakilacustomer.org,3,2005-08-22 10:34:39
Documentary,142,APRIL BURNS,APRIL.BURNS@sakilacustomer.org,5,2005-08-22 20:44:06
Documentary,143,LESLIE GORDON,LESLIE.GORDON@sakilacustomer.org,3,2005-07-11 12:34:24
Documentary,144,CLARA SHAW,CLARA.SHAW@sakilacustomer.org,2,2005-08-23 12:43:30
Documentary,145,LUCILLE HOLMES,LUCILLE.HOLMES@sakilacustomer.org,1,2005-07-08 00:20:57
Documentary,146,JAMIE RICE,JAMIE.RICE@sakilacustomer.org,3,2005-08-17 23:31:25
Documentary,147,JOANNE ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,3,2005-08-20 21:02:12
Documentary,148,ELEANOR HUNT,ELEANOR.HUNT@sakilacustomer.org,3,2005-07-28 19:10:03
Documentary,149,VALERIE BLACK,VALERIE.BLACK@sakilacustomer.org,2,2005-07-06 21:16:32
Documentary,150,DANIELLE DANIELS,DANIELLE.DANIELS@sakilacustomer.org,1,2005-06-21 21:19:47
Documentary,151,MEGAN PALMER,MEGAN.PALMER@sakilacustomer.org,3,2005-08-20 05:02:46
